Name,Role,type,coach_id
Brian Daboll,Tight Ends,Worked For,KellTi0
Bill O'Brien,"Offensive Coordinator, Offensive QC/Asst. OL, Offensive Quality Control, Tight Ends",Worked For,KellTi0
Mike Vrabel,"Offensive Coordinator, Passing Game Coordinator",Worked For,KellTi0
Bill O'Brien,"Defensive Coordinator, Linebackers",Worked For,VrabMi0
Kevin Stefanski,Consultant,Worked For,VrabMi0
Jim Haslett,Inside Linebackers,Employed,VrabMi0
Matt LaFleur,Offensive Coordinator,Employed,VrabMi0
Jim Schwartz,Senior Defensive Asst.,Employed,VrabMi0
Arthur Smith,"Offensive Coordinator, Tight Ends",Employed,VrabMi0
Lovie Smith,Offensive Coordinator,Worked For,TedfJe0
Bruce Arians,"Asst. Linebackers, Linebackers, Outside Linebackers",Worked For,FootLa0
Todd Bowles,Co-Defensive Coordinator/ILB,Worked For,FootLa0
Steve Wilks,Linebackers,Worked For,FootLa0
Jay Gruden,"Offensive Coordinator, Quarterbacks",Worked For,OConKe0
Chip Kelly,Offensive Assistant,Worked For,OConKe0
Sean McVay,Offensive Coordinator,Worked For,OConKe0
Mike Pettine,Quarterbacks,Worked For,OConKe0
Brian Flores,Defensive Coordinator,Employed,OConKe0
Mike Pettine,Asst. Head Coach,Employed,OConKe0
Mike McCoy,Def. Quality Control,Worked For,ShulCh0
Sean McVay,"Asst. Linebackers, Defensive Backs/Def. PGC, Defensive Coordinator, Linebackers, Linebackers/Pass Rush Coordinator, Outside Linebackers",Worked For,ShulCh0
Bruce Arians,"Intern, Offensive Coordinator, Quarterbacks",Worked For,LeftBy0
Todd Bowles,Offensive Coordinator,Worked For,LeftBy0
Steve Wilks,Offensive Coordinator/Quarterbacks,Worked For,LeftBy0
Brian Callahan,Tight Ends,Worked For,OuttJu0
Nathaniel Hackett,Offensive Coordinator,Worked For,OuttJu0
Matt LaFleur,Tight Ends,Worked For,OuttJu0
Dan Quinn,"Coaching Intern, Offensive Assistant",Worked For,OuttJu0
Mike Vrabel,Running Backs/RGC,Worked For,OuttJu0
Brian Daboll,Defensive Coordinator,Worked For,BoweSh0
Bill O'Brien,Defensive Assistant,Worked For,BoweSh0
Mike Vrabel,"Defensive Coordinator, Outside Linebackers",Worked For,BoweSh0
Chip Kelly,Offensive Assistant,Worked For,BiblDa0
Ray Rhodes,Offensive Coordinator,Worked For,BiblDa0
David Shula,Quarterbacks,Worked For,BiblDa0
Sam Wyche,Quarterbacks,Worked For,BiblDa0
Jim Harbaugh,Defensive Coordinator,Worked For,MintJe0
John Harbaugh,"Defensive Assistant, Defensive Backs",Worked For,MintJe0
John Harbaugh,"Defensive Analyst, Defensive Coordinator, Inside Linebackers",Worked For,OrrxZa0
Urban Meyer,Outside Linebackers,Worked For,OrrxZa0
Vic Fangio,Outside Linebackers,Worked For,StalBr0
John Fox,Outside Linebackers,Worked For,StalBr0
Sean McVay,Defensive Coordinator,Worked For,StalBr0
Matt Nagy,Outside Linebackers,Worked For,StalBr0
Kyle Shanahan,Assistant Head Coach,Worked For,StalBr0
Giff Smith,"Defensive Line, Interim Head Coach/Outside Linebackers, Outside Linebackers",Employed,StalBr0
Brian Daboll,"Offensive Coordinator, Offensive Coordinator/Asst. HC",Worked For,KafkMi0
Andy Reid,"Off. Quality Control, Quarterbacks, Quarterbacks/PGC",Worked For,KafkMi0
Bill Belichick,"Coaching Assistant, Defensive Line, Outside Linebackers",Worked For,CoviDe0
Jerod Mayo,Defensive Coordinator,Worked For,CoviDe0
Sean McDermott,"Interim OC/Quarterbacks, Offensive Coordinator, Quarterbacks",Worked For,BradJo0
Sean Payton,Offensive Assistant,Worked For,BradJo0
Matt Rhule,Offensive Coordinator,Worked For,BradJo0
Dennis Allen,Co-Defensive Coordinator,Worked For,NielRy0
Sean Payton,"Defensive Line, Defensive Line/Asst. HC",Worked For,NielRy0
Doug Pederson,Defensive Coordinator,Worked For,NielRy0
Arthur Smith,Defensive Coordinator/DL,Worked For,NielRy0
Kyle Shanahan,"Defensive Coordinator, Defensive Quality Control, Inside Linebackers",Worked For,RyanDe0
Matt LaFleur,"Offensive Coordinator, Offensive Line, Offensive Line/Run Game Coordinator",Worked For,StenAd0
Kyle Shanahan,Asst. Offensive Line,Worked For,StenAd0
Matt Nagy,Offensive Coordinator,Worked For,HelfMa0
Jason Garrett,"Offensive Coordinator, Quarterbacks",Worked For,MoorKe0
Mike McCarthy,Offensive Coordinator,Worked For,MoorKe0
Nick Sirianni,Offensive Coordinator,Worked For,MoorKe0
Brandon Staley,Offensive Coordinator,Worked For,MoorKe0
Jim Harbaugh,Passing Game Coordinator,Worked For,BradMa0
Frank Reich,"Asst. Quarterbacks, Offensive Coordinator, Quarterbacks",Worked For,BradMa0
Nick Sirianni,Senior Offensive Asst.,Worked For,BradMa0
Jon Gruden,Defensive Backs,Worked For,AnslDe0
Matt LaFleur,Def. Passing Game Coordinator,Worked For,AnslDe0
Brandon Staley,"Defensive Backs, Defensive Coordinator",Worked For,AnslDe0
Todd Bowles,Offensive Coordinator,Worked For,CoenLi0
Sean McVay,"Asst. Quarterbacks, Asst. Wide Receivers, Offensive Coordinator",Worked For,CoenLi0
Vic Fangio,Defensive Backs,Worked For,HillRe0
Adam Gase,Asst. Defensive Backs,Worked For,HillRe0
Mike McDaniel,Secondary/Def. Passing Game Coordinator,Worked For,HillRe0
Brandon Staley,Defensive Coordinator,Worked For,HillRe0
Jonathan Gannon,Defensive Coordinator,Worked For,RallNi0
Nick Sirianni,Linebackers,Worked For,RallNi0
Mike Zimmer,"Defensive Quality Control, Defensive Quality Control/Asst. Linebackers",Worked For,RallNi0
Dan Quinn,Offensive Coordinator,Worked For,KingKl0
Vance Joseph,Defensive Coordinator,Employed,KingKl0
Sean McVay,"Asst. Quarterbacks, Asst. Wide Receivers, Passing Game Coordinator/Quarterbacks",Worked For,RobiZa0
Raheem Morris,Offensive Coordinator,Worked For,RobiZa0
Bill Belichick,"Inside Linebackers, Linebackers",Worked For,MayoJe0
Ben McAdoo,Senior Offensive Asst.,Employed,MayoJe0
Mike Tomlin,"Interim OC/Running Backs, Running Backs",Worked For,FaulEd0
Todd Bowles,Wide Receivers,Worked For,IdziBr0
Dave Canales,Offensive Coordinator,Worked For,IdziBr0
Pete Carroll,"Asst. Quarterbacks/Off. Quality Control, Asst. Wide Receivers",Worked For,IdziBr0
Matt Eberflus,Passing Game Coordinator,Worked For,BrowTh0
Sean McVay,"Asst. HC/Running Backs, Asst. HC/Tight Ends, Running Backs",Worked For,BrowTh0
Frank Reich,Offensive Coordinator,Worked For,BrowTh0
Mike Tomlin,"Offensive Coordinator, Quarterbacks",Worked For,CanaMa0
Darrell Bevell,Offensive Coordinator,Employed,MeyeUr0
Dan Quinn,Passing Game Coordinator/Asst. HC,Worked For,JohnBr0
Nick Sirianni,"Offensive Coordinator, Quarterbacks",Worked For,JohnBr0
Frank Reich,Interim Head Coach,Worked For,SatuJe0
Gus Bradley,Defensive Coordinator,Employed,SatuJe0
John Fox,Senior Defensive Asst.,Employed,SatuJe0
Josh McDaniels,"Interim Head Coach/Linebackers, Linebackers",Worked For,PierAn0
Marvin Lewis,Assistant Head Coach,Employed,PierAn0
Joe Philbin,Senior Offensive Asst.,Employed,PierAn0
Bud Carson,Running Backs,Worked For,SefcGe0
Frank Gansz,Offensive Coordinator,Worked For,SefcGe0
Forrest Gregg,"Quarterbacks, Quarterbacks/RB, Running Backs",Worked For,SefcGe0
Ray Handley,"Running Backs, Wide Receivers",Worked For,SefcGe0
Bill Johnson,Quarterbacks/RB,Worked For,SefcGe0
Dan Reeves,"Offensive Coordinator, Running Backs",Worked For,SefcGe0
Homer Rice,Quarterbacks/RB,Worked For,SefcGe0
Howard Schnellenberger,Quarterbacks/RB,Worked For,SefcGe0
Joe Thomas,Quarterbacks/RB,Worked For,SefcGe0
Dick Nolan,Defensive Backs,Worked For,BrooRi0
Tommy Prothro,Special Teams,Worked For,BrooRi0
Dan Reeves,Defensive Coordinator,Worked For,BrooRi0
John Fox,Consultant,Employed,BrooRi0
Mike Martz,Wide Receivers,Employed,BrooRi0
Brian Billick,Wide Receivers,Worked For,JackMi0
Fred Bruney,Running Backs,Worked For,JackMi0
Marion Campbell,Running Backs,Worked For,JackMi0
Dennis Erickson,Wide Receivers,Worked For,JackMi0
Jim Fassel,Wide Receivers,Worked For,JackMi0
Jerry Glanville,Wide Receivers,Worked For,JackMi0
June Jones,"Assistant Head Coach, Wide Receivers",Worked For,JackMi0
Chuck Knox,Wide Receivers,Worked For,JackMi0
Ron Meyer,"Offensive Coordinator, Wide Receivers",Worked For,JackMi0
Kay Stephenson,Wide Receivers,Worked For,JackMi0
Bill Walsh,Wide Receivers/ST,Worked For,JackMi0
Bill Walsh,"Defensive Backs, Defensive Coordinator",Worked For,SeifGe0
Pete Carroll,Defensive Coordinator,Employed,SeifGe0
Jeff Fisher,Defensive Backs,Employed,SeifGe0
Jon Gruden,Offensive Assistant,Employed,SeifGe0
Mike Holmgren,Offensive Coordinator,Employed,SeifGe0
Gary Kubiak,Quarterbacks,Employed,SeifGe0
Mike McCoy,"Quarterbacks, Wide Receivers",Employed,SeifGe0
Ray Rhodes,"Defensive Backs, Defensive Coordinator",Employed,SeifGe0
Mike Shanahan,Offensive Coordinator,Employed,SeifGe0
Marc Trestman,Offensive Coordinator,Employed,SeifGe0
Richard Williamson,"Offensive Coordinator/WR, Wide Receivers",Employed,SeifGe0
Dick Jauron,Offensive Coordinator,Worked For,CrowGa0
Joe Bugel,Offensive Coordinator,Worked For,PerkRa0
Don Coryell,Offensive Coordinator,Worked For,PerkRa0
Chuck Fairbanks,Wide Receivers,Worked For,PerkRa0
Chris Palmer,"Running Backs, Tight Ends",Worked For,PerkRa0
Bill Parcells,Offensive Coordinator,Worked For,PerkRa0
Tommy Prothro,Offensive Coordinator,Worked For,PerkRa0
Bill Austin,Offensive Line,Employed,PerkRa0
Bill Belichick,"Defensive Assistant/Special Teams, Linebackers/Special Teams",Employed,PerkRa0
Fred Bruney,Defensive Coordinator,Employed,PerkRa0
Romeo Crennel,Special Teams/Defensive Assistant,Employed,PerkRa0
Ron Erhardt,Offensive Coordinator,Employed,PerkRa0
Bill Parcells,Defensive Coordinator,Employed,PerkRa0
Marc Trestman,Quarterbacks,Employed,PerkRa0
Richard Williamson,Wide Receivers/AHC,Employed,PerkRa0
Chuck Knox,"Defensive Coordinator, Defensive Line",Worked For,DyerGe0
Mike McCormack,Defensive Line,Worked For,DyerGe0
Jack Patera,Defensive Line,Worked For,DyerGe0
Mike Shanahan,Defensive Line,Worked For,DyerGe0
Marv Levy,"Running Backs, Special Teams",Worked For,RossBo0
Bill Arnsparger,Defensive Coordinator,Employed,RossBo0
John Fox,Defensive Backs,Employed,RossBo0
Gary Moeller,Linebackers,Employed,RossBo0
Marc Trestman,Quarterbacks,Employed,RossBo0
Jim Zorn,Quarterbacks,Employed,RossBo0
Joe Gibbs,"Defensive Coordinator, Linebackers",Worked For,PeccLa0
Sid Gillman,Linebackers,Worked For,PeccLa0
Gary Moeller,Defensive Coordinator,Worked For,PeccLa0
Jack Patera,"Defensive Coordinator, Linebackers",Worked For,PeccLa0
Bill Peterson,Linebackers,Worked For,PeccLa0
Richie Petitbon,Defensive Coordinator,Worked For,PeccLa0
Bum Phillips,Linebackers,Worked For,PeccLa0
Bobby Ross,Defensive Coordinator,Worked For,PeccLa0
David Shula,Defensive Coordinator,Worked For,PeccLa0
Ron Meyer,"Defensive Coordinator, Defensive Line",Worked For,MoraJi0
Jack Patera,Defensive Line,Worked For,MoraJi0
Bruce Arians,"Quarterbacks, Tight Ends",Employed,MoraJi0
Dom Capers,Defensive Backs,Employed,MoraJi0
Vic Fangio,"Defensive Coordinator, Linebackers",Employed,MoraJi0
Jim Haslett,"Defensive Coordinator, Linebackers",Employed,MoraJi0
Jim Mora,Secondary,Employed,MoraJi0
Rick Venturi,Linebackers/Interim Head Coach,Employed,MoraJi0
Joe Bugel,Linebackers,Worked For,AdolDa0
Don Coryell,Defensive Coordinator,Worked For,AdolDa0
Gunther Cunningham,Linebackers,Worked For,AdolDa0
Jon Gruden,Linebackers,Worked For,AdolDa0
Bobby Ross,Defensive Coordinator,Worked For,AdolDa0
Sam Rutigliano,"Defensive Line, Defensive Line/Linebackers",Worked For,AdolDa0
Marty Schottenheimer,Defensive Coordinator,Worked For,AdolDa0
Mike Shanahan,Defensive Coordinator,Worked For,AdolDa0
Art Shell,Defensive Coordinator,Worked For,AdolDa0
Jon Gruden,Quarterbacks,Worked For,StevGa0
Jimmy Johnson,Offensive Coordinator,Worked For,StevGa0
Dan Reeves,Wide Receivers,Worked For,StevGa0
Don Shula,Offensive Coordinator,Worked For,StevGa0
Joe Bugel,"Defensive Coordinator, Outside Linebackers",Worked For,PascJo0
Kevin Gilbride,Defensive Coordinator,Worked For,PascJo0
June Jones,Defensive Coordinator,Worked For,PascJo0
Hank Kuhlmann,Linebackers,Worked For,PascJo0
Mike Riley,Defensive Coordinator,Worked For,PascJo0
David Shula,Linebackers,Worked For,PascJo0
Gene Stallings,Linebackers,Worked For,PascJo0
Mike Riley,"Cornerbacks, Defensive Coordinator, Defensive Coordinator/Cornerbacks",Worked For,BankMa0
Bud Carson,Defensive Coordinator,Worked For,VechJi0
Kevin Gilbride,Linebackers,Worked For,VechJi0
June Jones,Linebackers,Worked For,VechJi0
Rich Kotite,"Defensive Coordinator, Linebackers",Worked For,VechJi0
John Mackovic,Special Teams/LB,Worked For,VechJi0
Ray Malavasi,Special Teams,Worked For,VechJi0
Mike Riley,"Defensive Coordinator, Linebackers",Worked For,VechJi0
Joe Walton,Linebackers,Worked For,VechJi0
Fred Bruney,Special Teams/Tight Ends,Worked For,GanzFr0
Marion Campbell,Special Teams/Tight Ends,Worked For,GanzFr0
Tom Coughlin,Special Teams,Worked For,GanzFr0
Wayne Fontes,Special Teams,Worked For,GanzFr0
Forrest Gregg,Special Teams/Tight Ends,Worked For,GanzFr0
June Jones,Asst. HC/Special Teams,Worked For,GanzFr0
Marv Levy,Special Teams/Tight Ends,Worked For,GanzFr0
John Mackovic,Asst. HC/Special Teams,Worked For,GanzFr0
Pete McCulley,Special Teams/Tight Ends,Worked For,GanzFr0
Homer Rice,Special Teams/Tight Ends,Worked For,GanzFr0
Dick Vermeil,Special Teams,Worked For,GanzFr0
Tom Bettis,Defensive Backs,Employed,GanzFr0
Rod Rust,Defensive Coordinator,Employed,GanzFr0
Pete McCulley,Offensive Line,Worked For,WhitMi0
Art Shell,Quarterbacks/OL,Worked For,WhitMi0
Dick Vermeil,Offensive Assistant,Worked For,WhitMi0
Bill Walsh,Offensive Line,Worked For,WhitMi0
Joe Bugel,Offensive Coordinator,Employed,WhitMi0
John Fox,Defensive Coordinator,Employed,WhitMi0
Neill Armstrong,Quality Control,Employed,JohnJi0
Dave Campo,"Defensive Assistant, Defensive Backs",Employed,JohnJi0
Butch Davis,"Defensive Coordinator/Linebackers, Defensive Line",Employed,JohnJi0
Dick Nolan,Defensive Backs,Employed,JohnJi0
David Shula,Offensive Coordinator,Employed,JohnJi0
Norv Turner,Offensive Coordinator/QBs,Employed,JohnJi0
Dave Wannstedt,Defensive Coordinator,Employed,JohnJi0
Marion Campbell,Linebackers,Worked For,HillGe0
Rod Dowhower,Defensive Coordinator,Worked For,HillGe0
Jimmy Johnson,Defensive Coordinator,Worked For,HillGe0
Ron Meyer,Defensive Coordinator,Worked For,HillGe0
Don Shula,Linebackers,Worked For,HillGe0
Dick Vermeil,Linebackers,Worked For,HillGe0
Tom Landry,Special Teams/Receivers,Worked For,DitkMi0
Jack Del Rio,Strength and Conditioning,Employed,DitkMi0
Jim Dooley,Offensive Consultant,Employed,DitkMi0
Ed Hughes,"Assistant HC, Offensive Coordinator",Employed,DitkMi0
Hank Kuhlmann,Running Backs/Special Teams,Employed,DitkMi0
Dave McGinnis,Linebackers,Employed,DitkMi0
Buddy Ryan,Defensive Coordinator,Employed,DitkMi0
Dick Stanfel,Offensive Line,Employed,DitkMi0
Vince Tobin,Defensive Coordinator,Employed,DitkMi0
Rick Venturi,"Defensive Backs/AHC, Linebackers/AHC",Employed,DitkMi0
Mike Ditka,"Offensive Coordinator, Special Teams",Worked For,AbraDa0
Dave Wannstedt,Special Teams,Worked For,AbraDa0
Mike Ditka,"Defensive Backs, Defensive Coordinator",Worked For,YaraZa0
Dan Reeves,Defensive Backs,Worked For,YaraZa0
Mike Shanahan,Assistant Head Coach,Worked For,YaraZa0
Mike Ditka,Defensive Line,Worked For,CoreWa0
Forrest Gregg,Linebackers,Worked For,CoreWa0
Marv Levy,"Defensive Backs, Defensive Coordinator, Defensive Line",Worked For,CoreWa0
John Mackovic,"Defensive Coordinator, Defensive Line",Worked For,CoreWa0
Hank Stram,Linebackers,Worked For,CoreWa0
Jim Fassel,Defensive Quality Control/LB,Worked For,BrazDa0
Frank Gansz,Linebackers,Worked For,BrazDa0
Ray Handley,Defensive Quality Control/LB,Worked For,BrazDa0
John Mackovic,"Defensive Assistant, Linebackers",Worked For,BrazDa0
Chuck Noll,"Defensive Coordinator, Linebackers",Worked For,BrazDa0
Dan Reeves,Defensive Quality Control/LB,Worked For,BrazDa0
Bill Belichick,Linebackers,Worked For,GrohAl0
Marion Campbell,Special Teams/Tight Ends,Worked For,GrohAl0
Ray Handley,Defensive Coordinator,Worked For,GrohAl0
Bill Parcells,"Defensive Coordinator/Linebackers, Linebackers",Worked For,GrohAl0
Todd Bowles,Secondary,Employed,GrohAl0
Todd Haley,Wide Receivers,Employed,GrohAl0
Dan Henning,Offensive Coordinator,Employed,GrohAl0
Mike Nolan,Defensive Coordinator,Employed,GrohAl0
Ken Whisenhunt,Special Teams,Employed,GrohAl0
Bill Belichick,Quarterbacks,Worked For,DowhRo0
Marion Campbell,Offensive Coordinator,Worked For,DowhRo0
Don Coryell,Receivers,Worked For,DowhRo0
Jim Fassel,Quarterbacks,Worked For,DowhRo0
Joe Gibbs,Quarterbacks,Worked For,DowhRo0
Jim Hanifan,Offensive Coordinator,Worked For,DowhRo0
Red Miller,Offensive Coordinator,Worked For,DowhRo0
Richie Petitbon,"Offensive Coordinator, Quarterbacks",Worked For,DowhRo0
Dan Reeves,Offensive Coordinator,Worked For,DowhRo0
Andy Reid,Offensive Coordinator,Worked For,DowhRo0
Brad Childress,Quarterbacks,Employed,DowhRo0
Rick Venturi,Linebackers,Employed,DowhRo0
Leeman Bennett,Defensive Line,Worked For,LawrDo0
Frank Gansz,Defensive Line,Worked For,LawrDo0
Marv Levy,"Defensive Line, Special Teams, Tight Ends",Worked For,LawrDo0
Kay Stephenson,"Defensive Coordinator, Defensive Line",Worked For,LawrDo0
Vince Tobin,Tight Ends,Worked For,LawrDo0
Jack Pardee,Linebackers,Worked For,JoneRo0
Wade Phillips,Special Teams,Worked For,JoneRo0
John Robinson,Linebackers/S&C,Worked For,JoneRo0
Buddy Ryan,"Defensive Coordinator, S&C",Worked For,JoneRo0
Art Shell,Linebackers,Worked For,JoneRo0
Jonathan Gannon,Offensive Line,Worked For,AdamKl0
Frank Reich,"Asst. Offensive Line, Tight Ends",Worked For,AdamKl0
Brian Schottenheimer,Offensive Coordinator,Worked For,AdamKl0
Jeff Ulbrich,"Asst. HC/LB/Interim DC, Defensive Coordinator",Employed,MorrRa0
Sean McVay,"Assistant Head Coach, Sr. Defensive Assistant",Worked For,LakeJi0
Raheem Morris,Assistant HC-Defense,Worked For,GrayJe0
Arthur Smith,Assistant HC-Defense,Worked For,GrayJe0
Chuck Pagano,"Defensive Coordinator, Secondary, Sr. Defensive Asst.-Secondary",Employed,HarbJo0
Chris Tabor,Special Teams Coordinator,Employed,McDeSe0
Matt Eberflus,Passing Game Coordinator/Interim Offensive Coordinator/Interim Head Coach,Worked For,BrowTh0
Mike Vrabel,Passing Game Coordinator/Tight Ends,Worked For,BrowTh0
Brian Schottenheimer,Defensive Coordinator,Worked For,EberMa0
Thomas Brown,Passing Game Coordinator/Interim Offensive Coordinator/Interim Head Coach,Employed,EberMa0
Liam Coen,Passing Game Coordinator,Worked For,WaldSh0
Pete Carroll,Wide Receivers,Worked For,BeatCh0
Matt Eberflus,Wide Receivers/Interim Offensive Coordinator,Worked For,BeatCh0
Brandon Staley,Wide Receivers,Worked For,BeatCh0
Aaron Glenn,Defensive Line,Worked For,WashEr0
Shane Steichen,Defensive Coordinator,Worked For,AnarLo0
Shane Steichen,Linebackers,Worked For,BettJa0
Brian Schottenheimer,Pass Game Specialist,Worked For,DorsKe0
Kevin Stefanski,"Quarterbacks, Senior Offensive Asst.",Worked For,MusgBi0
Mike McCoy,Offensive Assistant,Worked For,ReesTo0
Kevin Stefanski,"Offensive Coordinator, Tight Ends/Pass Game Specialist",Worked For,ReesTo0
Thomas Brown,Passing Game Coordinator/Tight Ends,Employed,VrabMi0
Doug Marrone,Offensive Line,Employed,VrabMi0
Ben McAdoo,Senior Defensive Asst.,Employed,VrabMi0
Josh McDaniels,Offensive Coordinator,Employed,VrabMi0
Kellen Moore,Offensive Coordinator,Employed,McCaMi0
Brian Schottenheimer,"Consultant, Offensive Coordinator",Employed,McCaMi0
Matt Eberflus,Defensive Coordinator,Employed,SchoBr0
Brian Callahan,Special Teams Coordinator,Worked For,FassJo0
Aaron Glenn,Defensive Backs,Employed,PaytSe0
Darren Rizzi,"Special Teams Coordinator, Special Teams Coordinator/Asst. HC",Employed,PaytSe0
Dennis Allen,Offensive Assistant,Worked For,DoylDe0
Ben Johnson,Offensive Coordinator,Worked For,DoylDe0
Sean Payton,"Offensive Assistant, Tight Ends",Worked For,DoylDe0
Dan Campbell,"Offensive Coordinator, Senior Offensive Asst.",Worked For,MortJo0
Aaron Glenn,Defensive Coordinator,Employed,CampDa1
Ben Johnson,"Assistant QB Coach/Tight Ends, Offensive Coordinator, Tight Ends",Employed,CampDa1
Darren Rizzi,Special Teams Coordinator,Employed,CampDa1
Dennis Allen,Defensive Coordinator,Employed,JohnBe0
Steve Wilks,Defensive Coordinator,Employed,GlenAa0
Dan Campbell,"Off. Quality Control, Pass Game Coordinator, Tight Ends/Pass Game Coordinator",Worked For,EngsTa0
Aaron Glenn,Offensive Coordinator,Worked For,EngsTa0
Matt Patricia,Offensive Assistant,Worked For,EngsTa0
